整形外科学・スポーツ医学,4,6,3,整形外科概論,整形外科学分野,教授,岩崎倫政
整形外科学・スポーツ医学,4,6,4,股関節外科,病院整形外科,助教,入江徹
整形外科学・スポーツ医学,4,7,1,上肢の変性疾患,病院整形外科,講師,船越忠直
整形外科学・スポーツ医学,4,7,2,上肢の外傷,病院整形外科,助教,松井雄一郎
整形外科学・スポーツ医学,4,8,3,神経症候学/頸椎疾患,脊椎・脊髄先端医学講座,特任准教授,須藤英毅
整形外科学・スポーツ医学,4,8,4,胸椎・腰椎疾患,整形外科学分野,講師,高畑雅彦
整形外科学・スポーツ医学,4,11,3,脊柱変形,脊椎・脊髄先端医学講座,特任准教授,須藤英毅
整形外科学・スポーツ医学,4,11,4,脊椎脊髄外傷,北海道中央労災病院センター,副院長,須田浩太
整形外科学・スポーツ医学,4,13,3,上肢のリウマチ性疾患,病院整形外科,助教,河村太介
整形外科学・スポーツ医学,4,13,4,足の外科,病院整形外科,講師,小野寺智洋
整形外科学・スポーツ医学,4,14,3,膝の外科,スポーツ先端治療開発医学講座,特任教授,近藤英司
整形外科学・スポーツ医学,4,14,4,骨軟部腫瘍の診断と治療,病院整形外科,助教,新井隆太
整形外科学・スポーツ医学,4,15,3,臨床におけるスポーツ医学の役割,スポーツ医学分野,准教授,北村信人
整形外科学・スポーツ医学,4,15,4,スポーツ外傷と障害,スポーツ医学分野,准教授,北村信人
整形外科学・スポーツ医学,4,18,1,アスレチックリハビリテーション,保健科学研究院,教授,遠山晴一

