耳鼻咽喉科学,7,5,3,コンピュータ外科について,医学研究科,教授,福田諭
耳鼻咽喉科学,7,5,4,耳科学,病院,医員,森田真也
耳鼻咽喉科学,7,7,3,耳鼻咽喉科のcommon disease(1),病院,助教,水町貴諭
耳鼻咽喉科学,7,7,4,耳鼻咽喉科のcommon disease(2),病院,助教,水町貴諭
耳鼻咽喉科学,7,11,1,頭頸部癌（1）,医学研究科,准教授,本間明宏
耳鼻咽喉科学,7,11,2,頭頸部癌（2）,医学研究科,助教,坂下智博
耳鼻咽喉科学,7,12,1,喉頭・音声科学,病院,医員,溝口兼司
耳鼻咽喉科学,7,12,2,アレルギー性鼻炎,病院,講師,高木大
耳鼻咽喉科学,7,13,1,甲状腺外科,病院,助教,加納里志
耳鼻咽喉科学,7,13,2,平衡科学,病院,医員,藤原圭志
耳鼻咽喉科学,7,13,3,耳鼻咽喉科の救急疾患,医学研究科,准教授,本間明宏
耳鼻咽喉科学,7,14,1,気道管理・嚥下障害,病院,助教,畠山博充
耳鼻咽喉科学,7,14,2,頭頚部領域の分子生物学,病院,助教,畠山博充
耳鼻咽喉科学,7,19,1,末梢性顔面神経麻痺,手稲渓仁会病院耳鼻咽喉科・頭頚部外科,部長,古田康
耳鼻咽喉科学,7,19,2,耳鼻咽喉科の免疫疾患,病院,講師,中丸裕爾
