皮膚科学,6,16,3,あたらしい皮膚科学,北大皮膚科,教授,清水宏
皮膚科学,6,16,4,覚えておくと役に立つ！皮膚のトラブルと全身疾患,北大皮膚科,准教授,西江渉
皮膚科学,6,20,1,皮膚水泡症に寄り添う〜日常ケアから再生医療まで〜,北大皮膚科,講師,藤田靖幸
皮膚科学,6,20,2,皮膚バリアとアトピー性皮膚炎,北大皮膚科,助教,乃村俊史
皮膚科学,6,21,1,皮膚外科学〜皮膚科で手術をやるとは？〜,北大皮膚科,助教,秦洋郎
皮膚科学,6,21,2,皮膚科医の役割と楽しさ:生まれ変わっても皮膚科医になりたい理由,北大皮膚科,教授,清水宏
皮膚科学,6,22,1,自己免疫性水泡症:基礎から臨床まで,北大皮膚科,助教,氏家英之
皮膚科学,6,22,2,毛髪性疾患の基礎と最新知見,北大皮膚科,助教,新熊悟
皮膚科学,6,22,3,皮疹の成り立ちを考える,北大皮膚科,特任助教,岩田浩明
皮膚科学,6,23,1,診断しよう遺伝性皮膚疾患,北大皮膚科,助教,夏賀健
皮膚科学,6,23,2,分子皮膚科の最先端:タンパクの働きを見てみよう！,北大皮膚科,准教授,西江渉
皮膚科学,6,24,1,皮膚がん治療の最前線,北大皮膚科,特任助教,柳輝希
皮膚科学,6,24,2,遺伝性皮膚疾患のとっておきの話,北大皮膚科,助教,乃村俊史
皮膚科学,6,27,1,乾癬から見えてくる皮膚科の魅力:あたらしい治療について,北大皮膚科,講師,藤田靖幸
皮膚科学,6,27,2,命を救う出生前診断,中央研究部門,助手,中村秀樹

