脳神経外科,5,30,1,総論,脳神経外科,准教授,寺坂俊介
脳神経外科,5,30,2,脳血管障害Ⅰ,脳神経外科,助教,鎧谷武雄
脳神経外科,5,31,1,脳腫瘍Ⅲ,脳神経外科,講師,小林浩之
脳神経外科,5,31,2,脳血管障害Ⅲ,脳神経外科,特任助教,七戸秀夫
脳神経外科,6,1,1,神経放射線画像,脳神経外科,講師,中山若樹
脳神経外科,6,1,2,脳血管障害Ⅱ,脳神経外科,講師,数又研
脳神経外科,6,6,1,小児脳神経外科・奇形・水頭症,脳神経外科,特任助教,笹森徹
脳神経外科,6,6,2,機能的脳外科,脳神経外科,特任助教,笹森徹
脳神経外科,6,7,1,脳腫瘍Ⅰ,核医学,特任助教,山口秀
脳神経外科,6,7,2,血管内治療,脳神経外科,助教,長内俊也
脳神経外科,6,8,1,脊髄・脊椎疾患Ⅰ,脳神経外科,助教,関俊隆
脳神経外科,6,8,2,脊髄・脊椎疾患Ⅱ（末梢神経など）,脳神経外科,助教,関俊隆
脳神経外科,6,9,1,頭部外傷,脳神経外科,特任助教,茂木洋晃
脳神経外科,6,9,2,脳腫瘍Ⅱ,脳神経外科,特任助教,茂木洋晃
脳神経外科,6,10,2,まとめ,脳神経外科,教授,宝金清博

